Groups,model,RMSD,RMSD_rank,DI,DI_rank,INF_all,INF_all_rank,INF_wc,INF_wc_rank,INF_nwc,INF_nwc_rank,INF_stack,INF_stack_rank,clash,clash_rank,MCQ,MCQ_rank,TM,TM_rank,GDT,GDT_rank,p-value,solution,PZ,length,Groups_new,length_shift
Chen,6,16.313,21,23.887,22,0.683,16,0.891,2,-1.0,1,0.59,23,0.0,1,28.71,22,0.037,19,0.0,1,1.228e-09,0,PZ30,86,Chen,85.03732031327844
Xiao,5,18.091,28,31.486,33,0.575,33,0.617,33,-1.0,1,0.564,31,2.52,12,34.83,33,0.038,17,0.0,1,3.234e-07,0,PZ30,86,Xiao,85.4583995408077
Chen,9,7.381,2,11.206,2,0.659,26,0.798,25,-1.0,1,0.597,20,0.0,1,27.645,18,0.036,23,0.0,1,0.0,0,PZ30,86,Chen,85.93686854215653
Szachniuk,4,17.143,25,25.378,26,0.676,19,0.742,31,-1.0,1,0.648,10,7.2,14,26.55,14,0.035,24,0.0,1,1.863e-08,0,PZ30,86,Szachniuk,85.35025629401224
Chen,2,13.021,24,22.967,19,0.567,11,0.722,22,0.548,5,0.527,15,182.2,30,40.788,25,0.192,25,0.0,1,0.09056,0,PZ23,37,Chen,37.63536060651473
Xiao,2,10.901,7,20.023,10,0.544,17,0.802,15,-1.0,23,0.566,10,0.0,1,40.803,26,0.314,2,0.0,1,0.005948,0,PZ23,37,Xiao,38.1831059101605
Xiao,3,10.894,6,22.188,16,0.491,21,0.668,23,-1.0,23,0.531,13,0.83,4,45.018,28,0.262,15,0.0,1,0.005885,0,PZ23,37,Xiao,36.23542016430687
Xiao,1,10.762,5,21.92,15,0.491,21,0.75,19,-1.0,23,0.5,19,0.0,1,38.951,23,0.233,19,0.0,1,0.004769,0,PZ23,37,Xiao,35.56139038738017
Chen,3,10.587,3,19.446,6,0.544,17,0.75,19,0.283,20,0.561,11,133.39,28,47.105,29,0.163,28,0.0,1,0.003575,0,PZ23,37,Chen,36.81934462256457
Das,6,9.686,2,13.88,2,0.698,1,0.866,2,0.572,4,0.707,1,10.85,18,31.496,7,0.296,6,0.0,1,0.0007115,0,PZ23,37,Das,37.71918609327414
Das,7,8.129,1,13.16,1,0.618,5,0.866,2,0.447,7,0.612,3,3.34,10,33.157,16,0.357,1,0.0,1,2.506e-05,0,PZ23,37,Das,36.91965801391337
Szachniuk,1,13.098,25,21.833,14,0.6,8,0.75,19,0.447,7,0.609,5,1.67,6,39.714,24,0.238,18,0.0,1,0.09769,0,PZ23,37,Szachniuk,38.23835298330745
Szachniuk,2,13.232,26,22.729,17,0.582,9,0.668,23,0.447,7,0.609,5,1.67,6,41.137,27,0.23,20,0.0,1,0.1113,0,PZ23,37,Szachniuk,37.41437212360927
Ding,5,13.259,27,23.533,21,0.563,12,0.866,2,0.478,6,0.495,20,2.5,8,32.005,10,0.247,17,0.0,1,0.1141,0,PZ23,37,Ding,38.423488303050014
Szachniuk,3,14.207,28,25.575,23,0.555,13,0.791,16,0.447,7,0.53,14,0.83,4,36.718,20,0.172,27,0.0,1,0.2487,0,PZ23,37,Szachniuk,37.727233505837155
Xiao,5,17.196,29,57.309,27,0.3,27,0.0,26,-1.0,23,0.449,25,0.0,1,49.161,30,0.25,16,0.0,1,0.8369,0,PZ23,37,Xiao,38.349189538884794
Xiao,4,18.218,30,54.491,26,0.334,26,0.0,26,-1.0,23,0.501,18,20.03,23,35.689,19,0.297,5,0.0,1,0.9394,0,PZ23,37,Xiao,37.45978642374732
Das,2,12.834,23,19.482,7,0.659,2,0.935,1,0.447,7,0.653,2,15.03,22,31.425,6,0.27,10,0.0,1,0.07472,0,PZ23,37,Das,35.90710274159565
Das,1,11.162,8,20.624,12,0.541,19,0.866,2,0.447,7,0.493,22,5.84,13,31.788,9,0.269,12,0.0,1,0.008894,0,PZ23,37,Das,36.108176604021565
Das,8,10.681,4,19.27,5,0.554,14,0.866,2,0.422,16,0.52,16,11.69,20,32.755,14,0.279,8,0.0,1,0.004175,0,PZ23,37,Das,36.42415934741887
Chen,1,11.422,10,27.586,24,0.414,25,0.577,25,0.424,15,0.34,27,159.73,29,49.538,31,0.155,30,0.0,1,0.01301,0,PZ23,37,Chen,36.25475070079481
Dokholyan,1,12.431,20,28.419,25,0.437,24,0.866,2,0.0,22,0.459,24,26.69,24,57.47,33,0.16,29,0.0,1,0.04793,0,PZ23,37,Dokholyan,37.39480468236779
Das,3,12.554,21,19.988,9,0.628,3,0.866,2,0.6,2,0.579,8,5.01,12,31.352,5,0.27,10,0.0,1,0.05517,0,PZ23,37,Das,37.96488915371038
Ding,4,12.75,22,23.004,20,0.554,14,0.866,2,0.447,7,0.495,20,10.85,18,32.049,11,0.208,24,0.0,1,0.06841,0,PZ23,37,Ding,38.377104014690126
Ding,1,11.272,9,18.734,3,0.602,7,0.866,2,0.359,19,0.612,3,11.69,20,35.424,18,0.302,3,0.0,1,0.01048,0,PZ23,37,Ding,37.69551135451666
Bujnicki,1,12.157,17,352.349,30,0.035,29,-1.0,28,-1.0,23,0.046,30,60.69,26,57.438,32,0.178,26,0.0,1,0.03459,0,PZ23,37,Bujnicki,36.4663831922873
Bujnicki,2,12.165,18,167.235,28,0.073,28,-1.0,28,-1.0,23,0.096,28,65.2,27,63.353,35,0.226,21,0.0,1,0.0349,0,PZ23,37,Bujnicki,37.901430921145995
Das,4,12.045,15,19.916,8,0.605,6,0.866,2,0.447,7,0.596,7,4.17,11,32.98,15,0.284,7,0.0,1,0.03009,0,PZ23,37,Das,36.61731195732037
Das,5,12.049,16,19.184,4,0.628,3,0.866,2,0.6,2,0.579,8,9.18,16,32.315,13,0.3,4,0.0,1,0.03024,0,PZ23,37,Das,38.291854278884095
Das,9,11.781,13,20.258,11,0.582,9,0.866,2,0.671,1,0.484,23,8.35,15,37.577,21,0.267,13,0.0,1,0.02138,0,PZ23,37,Das,36.697105400580114
Ding,2,11.677,12,24.715,22,0.472,23,0.791,16,0.283,20,0.436,26,10.02,17,32.23,12,0.222,22,0.0,1,0.01858,0,PZ23,37,Ding,36.826941247578944
Ding,3,11.457,11,20.678,13,0.554,14,0.791,16,0.387,17,0.545,12,6.68,14,34.406,17,0.264,14,0.0,1,0.01368,0,PZ23,37,Ding,38.315666474576346
Bujnicki,3,11.952,14,337.618,29,0.035,29,-1.0,28,-1.0,23,0.047,29,41.34,25,60.266,34,0.218,23,0.0,1,0.02671,0,PZ23,37,Bujnicki,35.93924414703874
Das,10,12.322,19,22.766,18,0.541,19,0.866,2,0.381,18,0.52,16,2.5,8,37.86,22,0.275,9,0.0,1,0.04218,0,PZ23,37,Das,37.78942760441345
Perez,8,9.099,27,15.137,34,0.601,47,0.624,44,-1.0,1,0.61,64,1.94,32,26.758,79,0.201,90,0.0,1,2.915e-08,0,PZ32,49,Perez,48.66610413246182
Ding,4,8.967,26,12.143,23,0.738,24,0.869,20,-1.0,1,0.677,33,9.51,71,26.976,82,0.263,37,0.0,1,1.928e-08,0,PZ32,49,Ding,48.92986859218452
Ding,8,8.809,25,12.703,24,0.693,34,0.802,36,-1.0,1,0.659,45,3.81,51,28.801,94,0.221,76,0.0,1,1.168e-08,0,PZ32,49,Ding,48.57988251659743
ARES,5,8.763,24,11.231,19,0.78,12,0.884,17,-1.0,1,0.736,12,9.51,71,22.478,24,0.241,59,0.0,1,1.01e-08,0,PZ32,49,Das,49.52123320888148
Ding,1,8.262,18,12.117,22,0.682,38,0.869,20,-1.0,1,0.592,74,6.98,66,26.427,72,0.223,75,0.0,1,1.946e-09,0,PZ32,49,Ding,50.15347884583329
FARFAR2,9,8.557,22,10.577,14,0.809,4,0.938,1,-1.0,1,0.76,7,3.8,46,22.364,19,0.221,76,0.0,1,5.17e-09,0,PZ32,49,Das,49.32118186018673
Dfold,2,8.468,21,11.533,20,0.734,28,0.86,25,-1.0,1,0.676,34,112.38,85,23.703,37,0.282,19,0.0,1,3.859e-09,0,PZ32,49,Kollmann,47.92494784902424
Das,10,8.367,19,10.988,17,0.761,16,0.825,30,-1.0,1,0.735,14,3.8,46,23.598,32,0.26,43,0.0,1,2.762e-09,0,PZ32,49,Das,48.198572241705335
ARES,10,8.367,19,10.988,17,0.761,16,0.825,30,-1.0,1,0.735,14,3.8,46,23.598,32,0.26,43,0.0,1,2.762e-09,0,PZ32,49,Das,50.24144425330888
ARES,8,8.131,17,10.393,13,0.782,11,0.904,10,-1.0,1,0.736,12,7.61,67,22.61,25,0.272,26,0.0,1,1.248e-09,0,PZ32,49,Das,49.77757501496406
Ding,6,8.051,16,10.948,16,0.735,27,0.869,20,-1.0,1,0.671,40,3.8,46,26.774,80,0.278,23,0.0,1,9.501e-10,0,PZ32,49,Ding,49.739544782674805
Ding,3,8.039,15,11.705,21,0.687,37,0.904,10,-1.0,1,0.574,81,11.41,79,26.733,77,0.207,85,0.0,1,9.122e-10,0,PZ32,49,Ding,47.753904903721335
Perez,6,9.234,28,15.438,35,0.598,48,0.802,36,-1.0,1,0.526,89,1.94,32,28.086,89,0.209,81,0.0,1,4.431e-08,0,PZ32,49,Perez,48.840782717971706
Ding,7,8.572,23,12.788,27,0.67,39,0.775,39,-1.0,1,0.621,61,5.71,59,26.379,70,0.246,52,0.0,1,5.439e-09,0,PZ32,49,Ding,50.23672399864421
Xiao,5,9.427,29,14.14,31,0.667,40,0.667,42,-1.0,1,0.667,43,0.0,1,33.475,102,0.265,34,0.0,1,7.961e-08,0,PZ32,49,Xiao,48.00356689537322
Xiao,4,12.669,39,16.907,38,0.749,21,0.869,20,-1.0,1,0.697,28,1.27,25,32.985,101,0.205,87,0.0,1,0.0002907,0,PZ32,49,Xiao,48.973839960756415
Perez,7,9.899,31,13.239,28,0.748,22,0.91,2,-1.0,1,0.676,34,0.65,22,25.463,60,0.291,12,0.0,1,3.19e-07,0,PZ32,49,Perez,47.68735040201262
Szachniuk,4,13.881,46,13.881,30,-1.0,95,-1.0,93,-1.0,1,-1.0,95,10.78,76,28.463,93,0.239,61,0.0,1,0.00283,0,PZ32,49,Szachniuk,47.97140280485886
FARFAR2,4,13.874,45,18.792,44,0.738,24,0.825,30,-1.0,1,0.703,26,4.44,52,23.66,35,0.288,14,0.0,1,0.002797,0,PZ32,49,Das,49.02610429481018
Chen,3,13.726,44,19.822,47,0.692,35,0.875,18,-1.0,1,0.62,62,0.0,1,23.001,27,0.266,33,0.0,1,0.002163,0,PZ32,49,Chen,48.7080836128734
Perez,9,13.098,43,18.268,42,0.717,31,0.812,33,-1.0,1,0.676,34,0.0,1,23.803,40,0.254,49,0.0,1,0.0006817,0,PZ32,49,Perez,48.19137388135935
Dfold,5,13.041,42,25.316,53,0.515,57,0.224,59,-1.0,1,0.644,50,85.44,81,23.092,29,0.208,82,0.0,1,0.0006104,0,PZ32,49,Kollmann,49.95372500683591
Bujnicki,2,12.924,41,20.245,48,0.638,43,0.516,47,-1.0,1,0.693,29,5.07,56,23.063,28,0.292,11,0.0,1,0.0004858,0,PZ32,49,Bujnicki,50.174136677630116
Chen,1,12.793,40,16.888,37,0.758,18,0.849,26,-1.0,1,0.719,20,0.0,1,24.139,43,0.265,34,0.0,1,0.0003738,0,PZ32,49,Chen,48.637532303482566
Xiao,2,7.955,14,7.955,3,-1.0,95,-1.0,93,-1.0,1,-1.0,95,0.63,19,40.738,106,0.297,7,0.0,1,6.845e-10,0,PZ32,49,Xiao,47.93483119257672
Chen,2,12.62,38,17.15,41,0.736,26,0.91,2,-1.0,1,0.658,46,0.0,1,25.442,59,0.24,60,0.0,1,0.0002625,0,PZ32,49,Chen,50.42302694820178
Bujnicki,4,11.931,37,20.59,50,0.579,51,0.516,47,-1.0,1,0.605,65,4.44,52,24.144,44,0.208,82,0.0,1,5.895e-05,0,PZ32,49,Bujnicki,50.157801090666496
Perez,3,10.758,36,15.536,36,0.692,35,0.839,28,-1.0,1,0.63,57,0.0,1,25.767,63,0.27,30,0.0,1,3.364e-06,0,PZ32,49,Perez,50.13359121324064
Dfold,1,10.73,35,20.336,49,0.528,56,0.194,61,-1.0,1,0.676,34,120.41,87,24.105,42,0.238,62,0.0,1,3.125e-06,0,PZ32,49,Kollmann,50.25843452454881
Ding,2,10.229,34,14.533,32,0.704,32,0.832,29,-1.0,1,0.645,49,10.78,76,24.945,54,0.212,79,0.0,1,8.101e-07,0,PZ32,49,Ding,49.92417368252807
Das,4,10.175,33,12.75,26,0.798,5,0.91,2,-1.0,1,0.752,8,1.9,28,23.63,34,0.261,41,0.0,1,6.961e-07,0,PZ32,49,Das,49.04744286444404
Szachniuk,2,10.011,32,13.503,29,0.741,23,0.904,10,-1.0,1,0.668,41,5.71,59,25.12,55,0.231,65,0.0,1,4.387e-07,0,PZ32,49,Szachniuk,48.96148494732077
Perez,1,9.597,30,14.949,33,0.642,42,0.775,39,-1.0,1,0.58,78,3.23,45,26.53,73,0.252,51,0.0,1,1.321e-07,0,PZ32,49,Perez,47.9235795451325
Perez,5,7.786,13,12.739,25,0.611,46,0.601,45,-1.0,1,0.624,59,0.65,22,25.371,57,0.257,48,0.0,1,3.801e-10,0,PZ32,49,Perez,49.577820332377904
ARES,9,7.581,11,9.734,11,0.779,13,0.849,26,-1.0,1,0.751,10,5.07,56,21.808,13,0.324,2,0.0,1,1.837e-10,0,PZ32,49,Das,49.50313635647929
Dokholyan,3,20.157,70,42.237,67,0.477,64,0.0,66,-1.0,1,0.668,41,92.52,82,27.197,84,0.213,78,0.0,1,0.7642,0,PZ32,49,Dokholyan,48.22247224535044
Nithin,2,20.203,71,42.399,68,0.476,65,0.0,66,-1.0,1,0.59,76,0.0,1,29.956,98,0.134,95,0.0,1,0.7719,0,PZ32,49,Nithin,49.70887773803666
Das,2,20.597,72,35.993,59,0.572,52,0.243,52,-1.0,1,0.719,20,2.54,34,21.444,2,0.23,66,0.0,1,0.8325,0,PZ32,49,Das,50.360943009694864
FARFAR2,5,20.597,72,35.993,59,0.572,52,0.243,52,-1.0,1,0.719,20,2.54,34,21.444,2,0.23,66,0.0,1,0.8325,0,PZ32,49,Das,49.28636322490935
Das,3,20.612,74,41.857,65,0.492,60,0.236,54,-1.0,1,0.602,66,1.9,28,21.467,7,0.203,88,0.0,1,0.8346,0,PZ32,49,Das,50.49607584730969
FARFAR2,6,20.612,74,41.857,65,0.492,60,0.236,54,-1.0,1,0.602,66,1.9,28,21.467,7,0.203,88,0.0,1,0.8346,0,PZ32,49,Das,49.32616735953154
ARES,2,21.716,76,44.816,70,0.485,62,0.0,66,-1.0,1,0.679,32,6.34,62,26.195,69,0.274,25,0.0,1,0.9436,0,PZ32,49,Das,50.06356865883834
Chen,10,21.887,77,51.842,80,0.422,81,0.0,66,-1.0,1,0.598,72,0.63,19,22.453,23,0.227,71,0.0,1,0.9536,0,PZ32,49,Chen,49.537352785877026
Nithin,1,22.688,78,63.706,93,0.356,93,-1.0,93,-1.0,1,0.426,94,0.0,1,31.983,100,0.137,94,0.0,1,0.9832,0,PZ32,49,Nithin,48.99466936625949
FARFAR2,10,22.839,79,49.946,76,0.457,71,0.0,66,-1.0,1,0.644,50,3.17,43,22.029,14,0.27,30,0.0,1,0.9864,0,PZ32,49,Das,49.211126893571205
Chen,9,23.125,80,50.393,79,0.459,70,0.0,66,-1.0,1,0.642,53,0.0,1,22.818,26,0.212,79,0.0,1,0.9911,0,PZ32,49,Chen,48.62936978720454
Bujnicki,3,23.307,81,52.572,81,0.443,76,0.0,66,-1.0,1,0.627,58,7.61,67,26.418,71,0.208,82,0.0,1,0.9932,0,PZ32,49,Bujnicki,49.491377242260825
ARES,4,23.464,82,57.583,86,0.407,83,0.0,66,-1.0,1,0.579,79,6.34,62,25.777,64,0.296,8,0.0,1,0.9947,0,PZ32,49,Das,47.92813772826504
Dfold,9,19.634,69,44.543,69,0.441,77,0.217,60,-1.0,1,0.544,86,238.28,96,25.888,66,0.229,68,0.0,1,0.6661,0,PZ32,49,Kollmann,50.49104466732247
Das,7,23.464,82,57.583,86,0.407,83,0.0,66,-1.0,1,0.579,79,6.34,62,25.777,64,0.296,8,0.0,1,0.9947,0,PZ32,49,Das,47.515828625695335
FARFAR2,1,24.222,84,54.259,82,0.446,75,0.0,66,-1.0,1,0.623,60,3.17,43,22.07,15,0.261,41,0.0,1,0.9985,0,PZ32,49,Das,47.52071811486511
ARES,3,24.561,85,54.937,83,0.447,74,0.0,66,-1.0,1,0.634,55,6.34,62,26.738,78,0.316,3,0.0,1,0.9992,0,PZ32,49,Das,48.23317298195354
Chen,8,24.768,86,50.01,77,0.495,59,0.334,50,-1.0,1,0.568,83,0.0,1,28.433,92,0.244,57,0.0,1,0.9995,0,PZ32,49,Chen,49.838018255277596
Chen,6,25.578,87,63.903,94,0.4,85,0.0,66,-1.0,1,0.558,85,0.0,1,23.689,36,0.294,10,0.0,1,0.9999,0,PZ32,49,Chen,48.91985155398416
FARFAR2,8,26.115,88,55.891,84,0.467,68,0.0,66,-1.0,1,0.647,48,3.8,46,22.119,16,0.271,27,0.0,1,1.0,0,PZ32,49,Das,49.414127392829435
Nithin,3,26.738,89,74.868,96,0.357,92,-1.0,93,-1.0,1,0.446,93,0.0,1,30.364,99,0.125,96,0.0,1,1.0,0,PZ32,49,Nithin,49.49233618969347
FARFAR2,7,26.747,90,58.591,89,0.457,71,0.0,66,-1.0,1,0.634,55,1.9,28,27.329,87,0.271,27,0.0,1,1.0,0,PZ32,49,Das,50.036444741083834
ARES,1,26.757,91,61.845,91,0.433,78,0.0,66,-1.0,1,0.6,69,10.15,73,28.384,90,0.26,43,0.0,1,1.0,0,PZ32,49,Das,49.596327031318154
Das,6,26.757,91,61.845,91,0.433,78,0.0,66,-1.0,1,0.6,69,10.15,73,28.384,90,0.26,43,0.0,1,1.0,0,PZ32,49,Das,50.20699068608717
Bujnicki,5,27.432,93,58.24,88,0.471,67,0.0,66,-1.0,1,0.662,44,5.07,56,23.3,30,0.267,32,0.0,1,1.0,0,PZ32,49,Bujnicki,47.86780687681757
Nithin,4,27.635,94,60.435,90,0.457,71,0.0,66,-1.0,1,0.644,50,10.78,76,24.325,46,0.281,20,0.0,1,1.0,0,PZ32,49,Nithin,49.596111807456644
Dokholyan,2,28.185,95,66.225,95,0.426,80,0.0,66,-1.0,1,0.602,66,2.59,40,24.885,53,0.29,13,0.0,1,1.0,0,PZ32,49,Dokholyan,50.425821994667444
Chen,7,28.711,96,56.359,85,0.509,58,0.0,66,-1.0,1,0.693,29,0.0,1,21.454,6,0.301,6,0.0,1,1.0,0,PZ32,49,Chen,48.26905354141607
Perez,2,7.63,12,9.721,10,0.785,10,0.812,33,-1.0,1,0.773,5,0.65,22,24.782,52,0.285,17,0.0,1,2.19e-10,0,PZ32,49,Perez,50.48818548563402
Boniecki,1,19.327,67,47.386,73,0.408,82,0.0,66,-1.0,1,0.598,72,125.55,88,27.231,85,0.237,64,0.0,1,0.602,0,PZ32,49,Boniecki,48.164566096741325
Szachniuk,1,6.976,9,8.803,6,0.792,9,0.812,33,-1.0,1,0.784,4,2.58,39,21.591,9,0.281,20,0.0,1,2.013e-11,0,PZ32,49,Szachniuk,48.313344824647395
Das,5,6.972,8,8.737,5,0.798,5,0.91,2,-1.0,1,0.752,8,0.63,19,21.687,12,0.287,15,0.0,1,1.985e-11,0,PZ32,49,Das,50.15504220485901
Xiao,1,6.964,7,9.493,7,0.734,28,0.802,36,-1.0,1,0.705,25,0.0,1,34.837,103,0.271,27,0.0,1,1.925e-11,0,PZ32,49,Xiao,48.208808698240084
Ding,5,6.952,6,9.985,12,0.696,33,0.904,10,-1.0,1,0.6,69,5.71,59,27.814,88,0.263,37,0.0,1,1.837e-11,0,PZ32,49,Ding,50.172783140933994
Xiao,3,6.934,5,9.51,8,0.729,30,0.763,41,-1.0,1,0.715,23,0.0,1,38.358,105,0.31,4,0.0,1,1.717e-11,0,PZ32,49,Xiao,50.391682316913474
Perez,10,6.825,4,10.752,15,0.635,44,0.65,43,-1.0,1,0.649,47,2.6,42,24.553,49,0.264,36,0.0,1,1.137e-11,0,PZ32,49,Perez,47.91845694951827
Szachniuk,3,6.476,3,8.132,4,0.796,7,0.904,10,-1.0,1,0.761,6,8.88,69,25.738,62,0.286,16,0.0,1,2.978e-12,0,PZ32,49,Szachniuk,49.824284182046355
Szachniuk,5,5.159,2,6.28,1,0.821,3,0.875,18,-1.0,1,0.797,3,10.15,73,24.435,47,0.357,1,0.0,1,1.343e-14,0,PZ32,49,Szachniuk,49.750387376949696
Nithin,5,13.916,47,21.616,51,0.644,41,0.5,49,-1.0,1,0.702,27,11.41,79,23.719,38,0.246,52,0.0,1,0.003,0,PZ32,49,Nithin,48.83379873581607
Dokholyan,1,14.036,48,22.352,52,0.628,45,0.601,45,-1.0,1,0.639,54,2.59,40,29.172,95,0.189,92,0.0,1,0.003668,0,PZ32,49,Dokholyan,49.730446523571096
Dfold,3,14.132,49,26.495,54,0.533,55,0.194,61,-1.0,1,0.676,34,166.67,94,24.619,50,0.18,93,0.0,1,0.004296,0,PZ32,49,Kollmann,49.123625189326255
ARES,6,14.164,50,16.915,39,0.837,1,0.91,2,-1.0,1,0.809,1,2.54,34,22.439,20,0.245,55,0.0,1,0.00453,0,PZ32,49,Das,50.31338438204682
Das,8,14.164,50,16.915,39,0.837,1,0.91,2,-1.0,1,0.809,1,2.54,34,22.439,20,0.245,55,0.0,1,0.00453,0,PZ32,49,Das,47.79198488864229
Chen,4,4.989,1,6.611,2,0.755,20,0.91,2,-1.0,1,0.685,31,0.0,1,22.336,18,0.283,18,0.0,1,6.439e-15,0,PZ32,49,Chen,50.35131598909738
Dfold,8,14.331,52,37.179,61,0.385,88,0.062,65,-1.0,1,0.52,90,216.2,95,25.682,61,0.206,86,0.0,1,0.005918,0,PZ32,49,Kollmann,49.71994483385184
ARES,7,14.622,53,18.853,45,0.776,14,0.904,10,-1.0,1,0.727,16,4.44,52,21.618,10,0.228,69,0.0,1,0.009251,0,PZ32,49,Das,49.56631335029085
Bujnicki,1,19.296,66,35.662,58,0.541,54,0.236,54,-1.0,1,0.676,34,8.88,69,22.137,17,0.227,71,0.0,1,0.5954,0,PZ32,49,Bujnicki,49.04819466462445
Boniecki,2,19.274,65,48.991,75,0.393,86,0.0,66,-1.0,1,0.572,82,157.69,93,23.758,39,0.258,47,0.0,1,0.5906,0,PZ32,49,Boniecki,50.18289441151894
FARFAR2,3,18.706,63,32.231,55,0.58,49,0.236,54,-1.0,1,0.727,16,1.27,25,21.452,4,0.262,39,0.0,1,0.4656,0,PZ32,49,Das,48.844032987273074
Das,1,18.706,63,32.231,55,0.58,49,0.236,54,-1.0,1,0.727,16,1.27,25,21.452,4,0.262,39,0.0,1,0.4656,0,PZ32,49,Das,47.92625220859067
Boniecki,5,17.953,62,37.281,62,0.482,63,0.182,63,-1.0,1,0.613,63,133.0,90,26.675,76,0.302,5,0.0,1,0.3069,0,PZ32,49,Boniecki,48.409301756582394
Boniecki,3,17.644,61,45.364,71,0.389,87,0.0,66,-1.0,1,0.584,77,110.76,83,26.847,81,0.227,71,0.0,1,0.2494,0,PZ32,49,Boniecki,48.72608961204785
Chen,5,19.427,68,41.185,64,0.472,66,0.25,51,-1.0,1,0.568,83,0.0,1,23.446,31,0.227,71,0.0,1,0.6233,0,PZ32,49,Chen,49.25233792415774
Dfold,6,17.492,60,47.647,74,0.367,89,0.0,66,-1.0,1,0.533,87,139.59,92,27.134,83,0.191,91,0.0,1,0.2233,0,PZ32,49,Kollmann,50.14644405370839
Boniecki,4,16.878,58,50.163,78,0.336,94,0.0,66,-1.0,1,0.507,91,119.85,86,26.093,67,0.246,52,0.0,1,0.1352,0,PZ32,49,Boniecki,47.805759704151484
Dfold,4,15.583,57,33.515,57,0.465,69,0.177,64,-1.0,1,0.591,75,111.11,84,24.283,45,0.238,62,0.0,1,0.03425,0,PZ32,49,Kollmann,50.22652473204135
FARFAR2,2,14.656,56,18.41,43,0.796,7,0.91,2,-1.0,1,0.751,10,2.54,34,19.542,1,0.278,23,0.0,1,0.009731,0,PZ32,49,Das,49.38839133049429
Dfold,10,14.629,55,39.849,63,0.367,89,0.0,66,-1.0,1,0.533,87,137.69,91,26.592,75,0.242,58,0.0,1,0.009349,0,PZ32,49,Kollmann,49.948002234203756
Das,9,14.622,53,18.853,45,0.776,14,0.904,10,-1.0,1,0.727,16,4.44,52,21.618,10,0.228,69,0.0,1,0.009251,0,PZ32,49,Das,48.02318287084286
Dfold,7,17.066,59,47.311,72,0.361,91,0.0,66,-1.0,1,0.501,92,132.65,89,25.153,56,0.253,50,0.0,1,0.1593,0,PZ32,49,Kollmann,50.13877296449522
Perez,4,7.306,10,9.644,9,0.758,18,0.869,20,-1.0,1,0.712,24,0.0,1,26.572,74,0.281,20,0.0,1,6.828e-11,0,PZ32,49,Perez,49.65805988811942
Chen,5,15.848,23,22.464,23,0.705,22,0.735,25,0.0,11,0.723,16,1.31,2,21.942,44,0.29,23,0.0,1,2.637e-06,0,PZ18,71,Chen,70.95090510521369
Ding,5,16.148,24,24.269,24,0.665,26,0.76,24,0.0,11,0.652,25,9.13,18,20.705,39,0.215,30,0.0,1,5.749e-06,0,PZ18,71,Ding,70.83045678010204
DasORIGINAL,3,3.208,1,3.736,1,0.859,8,0.939,5,0.671,1,0.84,7,8.7,15,16.107,4,0.582,1,0.0,1,0.0,0,PZ18,71,Das,70.56812018606749
Ding,4,24.924,34,50.909,34,0.49,33,0.292,34,-1.0,21,0.591,29,8.26,13,19.723,33,0.219,28,0.0,1,0.6875,0,PZ18,71,Ding,70.3925992832363
Lee,5,24.549,33,41.506,32,0.591,31,0.653,28,-1.0,21,0.584,32,2.17,5,19.002,25,0.225,27,0.0,1,0.6104,0,PZ18,71,Lee,69.51936367436329
Lee,1,22.793,32,40.827,31,0.558,32,0.628,32,0.0,11,0.558,33,1.74,3,18.415,22,0.206,31,0.0,1,0.2434,0,PZ18,71,Lee,69.67899658971648
Lee,4,22.158,31,37.434,30,0.592,30,0.64,29,-1.0,21,0.591,29,3.91,7,18.454,23,0.243,25,0.0,1,0.1472,0,PZ18,71,Lee,71.76398421692869
Lee,3,21.421,30,48.652,33,0.44,34,0.298,33,-1.0,21,0.516,34,1.74,3,21.567,42,0.216,29,0.0,1,0.07247,0,PZ18,71,Lee,70.11555941133516
Lee,2,21.159,29,33.897,29,0.624,28,0.64,29,-1.0,21,0.638,26,3.91,7,18.73,24,0.246,24,0.0,1,0.05444,0,PZ18,71,Lee,70.64800854320067
Ding,2,21.13,28,29.411,27,0.718,19,0.8,16,-1.0,21,0.707,21,10.87,25,19.686,32,0.197,32,0.0,1,0.05269,0,PZ18,71,Ding,70.13297461847785
Ding,1,20.28,27,32.693,28,0.62,29,0.64,29,-1.0,21,0.634,27,10.44,24,19.422,29,0.242,26,0.0,1,0.01824,0,PZ18,71,Ding,69.90713425982658
YagoubAli,1,18.636,26,29.251,26,0.637,27,0.784,17,-1.0,21,0.59,31,8.29,14,24.916,58,0.189,33,0.0,1,0.001328,0,PZ18,71,YagoubAli,71.08560851738379
Ding,3,16.45,25,24.317,25,0.676,23,0.694,27,-1.0,21,0.692,23,7.83,12,21.902,43,0.178,34,0.0,1,1.225e-05,0,PZ18,71,Ding,71.04489838917229
Chen,1,3.74,2,4.837,4,0.773,12,0.917,9,-1.0,21,0.738,14,0.43,1,24.85,56,0.519,2,0.0,1,0.0,0,PZ18,71,Chen,71.67990783603291
Das,2,3.877,3,4.424,2,0.876,1,0.981,1,0.5,6,0.857,1,16.09,32,16.152,5,0.49,4,0.0,1,0.0,0,PZ18,71,Das,71.4494378357797
DasORIGINAL,2,4.034,4,4.662,3,0.865,2,0.939,5,0.671,1,0.85,4,9.13,18,16.027,3,0.503,3,0.0,1,0.0,0,PZ18,71,Das,71.96588260141787
